smoke_emiss,smoke_diam,sig_w,dry_dep_acc,sea_spray,a_ent_1_rp,bparam,kappa_oc,dms,anth_so2,autoconv_exp_nd,bc_ri,pcalc_index
0,110,1,0,0,0.23,-0.14,0.65,0,0,-1.79,0.565,0
-0.530594675634691,282.882849230315,0.423625636176827,0.292502024925003,-0.503793598964439,0.464355852289125,-0.142560479461487,0.595521237277426,-0.157922017001086,-0.136602616971448,-1.77098610874188,0.83983391863294,1
0.175374619849473,288.700938528287,0.756056165844202,-0.700769263362357,-0.532750266120834,0.446669793027453,-0.137167817526807,0.337449199976982,0.0691980811302801,-0.211071581784367,-1.25538897102233,0.768578993761912,2
-0.0116739448341624,100.875759146467,0.821957950812454,-0.491057619052784,0.0672057577025347,0.136731367594562,-0.149021852146795,0.25518661927199,0.149774148144885,0.140936384559323,-2.59175766700258,0.946997502038721,3
-0.580756610208263,172.522911037726,0.946435528358755,0.951704354995551,-0.0173182020250603,0.41963223626744,-0.130335906013769,0.351288395852316,-0.207298217453318,0.0959612124294363,-2.52855170174347,0.66288171902881,4
0.49562428362755,177.19766462408,1.12708934008299,0.09504788654934,0.437286273221113,0.184271383984014,-0.1353900291709,0.447948443456553,-0.138829500300769,0.157947517415853,-1.1323105642184,0.64215780310682,5
-0.370848508154498,238.9987576977,0.851101077954906,0.0180941947114965,0.222178978969431,0.134922823095694,-0.145507541801276,0.221411265023344,0.162487346017894,0.1079478171593,-1.00324153644809,0.559342560226796,6
-0.353901978847873,217.379698968667,0.597395413760096,-0.826482507415737,0.319102709725302,0.145088089324534,-0.145227987921409,0.565372184143343,-0.230783796313603,-0.189966362047407,-2.93116146595761,0.676691932590911,7
-0.0683585999935857,202.300089099968,0.520026488740308,0.199338684335817,0.498529267199281,0.384400038461201,-0.130155427313837,0.535545661106007,-0.146497899818756,-0.123776141062082,-1.60969041437299,0.476962536837673,8
0.0120833065707528,237.790518848284,0.64372343508061,-0.528136083173255,-0.0438512085037851,0.0647194276656956,-0.13331365079099,0.646360099098238,0.417793821213898,0.0785841304904303,-1.98753938280279,0.802486840187339,9
