,0
683,145.07132826586928
684,167.25040896570985
685,188.24416197038533
686,139.79797050729397
687,176.62618394691305
688,186.3067738322811
689,151.58030359552114
690,168.8408281903469
691,154.15824978681334
692,183.5225671933566
693,183.30737404590286
694,155.32401123143885
695,192.91865444221173
696,141.7317008171525
697,150.07887232576013
698,145.1947052307168
699,191.32170141449546
700,187.82530500174838
701,146.02144102414042
702,185.97066835770056
703,163.959532262102
704,143.2041175992043
705,145.58614065218464
706,171.07493664025523
707,156.6747403144286
708,159.61979657743075
709,173.81421537669522
710,196.14092591453235
711,153.3988406870525
712,204.04255218034288
713,202.16991277950157
714,146.97054121590392
715,161.10946789745572
716,211.25220616759864
717,181.50428309139815
718,168.61445404126584
719,179.3503656100682
720,163.13190470646367
721,232.1160501947666
722,219.73139737792326
723,151.57420962607983
724,145.79185631033832
725,163.8899020608341
726,151.6547400495055
727,154.7929648932035
728,154.48102073262245
729,155.1159636245104
730,182.71843767503742
731,179.14578638674445
732,143.31346115118862
733,148.15602514070247
734,149.091457434948
735,160.9059006494445
736,162.4171438773393
737,163.3102574614258
738,165.58812199723172
739,231.68850728604858
740,180.10481417921324
741,160.33135281169388
742,192.83658553538856
743,148.67319596534074
744,165.10990917051248
745,187.22918995787222
746,140.15944654727627
747,146.4765069011667
748,159.12466053823266
749,172.53375099588845
750,157.0294039534212
751,151.6569583939836
752,147.05340141688592
753,140.79954268031005
754,163.93014912303863
755,162.60231290552596
756,148.9855332488107
757,156.2222902315848
758,152.56366318188032
759,143.98113632396863
760,176.75793317510409
761,180.65683112242465
762,140.255334488129
763,254.52657569980252
764,163.83736542025633
765,163.14248730415414
766,160.6929375129596
767,150.23380822188724
768,149.7717010794713
769,171.72210960149098
770,164.1349897284581
771,152.6148450387667
772,154.94260806693822
773,166.99227899183987
774,162.11807899499067
775,150.18394128174097
776,210.44914293078497
777,157.07818334712348
778,239.06207814016804
779,143.3055284037212
780,160.2015507107871
781,139.8701761617516
782,176.6257990757902
783,157.3407733173143
784,150.22241747395594
785,149.77058412668217
786,147.35032631203282
787,160.44623559340818
788,238.08200594229214
789,154.65703698363964
790,194.3914515198057
791,173.26985039124108
792,198.6175855213088
793,158.31275245947802
794,212.48395343947064
795,146.71861790092717
796,182.7583827306825
797,151.86830988757708
798,161.92035464584828
799,204.93087673977743
800,156.72192831175158
801,162.56540600869383
802,153.78474699635137
803,146.6673170789648
804,144.987469400813
805,163.12287621357135
806,139.4377881921944
807,167.96887781607182
808,165.64899333243176
809,169.883228115163
810,182.15759406277618
811,151.7541120670878
812,171.0292931689326
813,157.40862752507746
814,144.06137416986172
815,151.89866004081864
816,180.9246614498384
817,230.25188882462513
818,171.7452634123334
819,161.7764541696083
820,169.49951027802942
821,152.67128226667458
822,161.71971607571064
823,143.09799464162933
824,203.47077181716116
825,145.55182552832247
826,154.2100971355005
827,173.16739081654035
828,163.21112927643787
829,150.29114909215303
830,159.26448738916247
831,162.24823953625008
832,139.57011941251147
833,175.57638464159203
834,185.61772726981135
835,176.67490467005624
836,151.6236470368259
837,172.52545130674133
838,194.41780442162056
839,156.22088233624746
840,184.31800056525378
841,140.79500292147296
842,176.03761354589747
843,140.13171776375904
844,172.14180744992186
845,218.70505373852217
846,162.50532249742236
847,144.65542866675025
848,163.4771186403189
849,148.74306952565885
850,177.88796035149878
851,186.61697598371802
852,162.75424033181687
853,162.524319008041
854,182.30739653960424
855,174.51890954286284
856,143.35230056727045
857,149.72348754859985
858,186.04520913166456
859,146.93419983508605
860,143.51417526296177
861,195.35079326731372
862,173.59350020437716
863,157.4200622525431
864,164.0383084027279
865,168.79569483684202
866,164.25689055210557
867,189.26256759792417
868,163.15222621917664
869,147.3883895702465
870,165.74942744512225
871,173.04304356377287
872,188.151949434321
873,211.6304795052395
874,179.29931805280154
875,167.67505393643003
876,142.23130355042696
877,149.61608732467977
878,157.18373999389044
879,192.25164322749185
880,185.63639762409647
881,146.6941186738685
882,154.9778368715701
883,162.45520626163744
884,196.57725130608208
885,181.49017691403517
886,156.96354966585886
887,217.37223683085773
888,159.46695183614295
889,227.65081824657554
890,196.06213047857966
891,200.51744589995303
892,159.44547529659363
893,176.16600859560683
894,168.38390954951586
895,171.45211145667676
896,196.83623908769263
897,151.62111744484784
898,155.1650477772068
899,196.91645692339046
900,161.41693409567858
901,146.92593590338583
902,154.0622968127424
903,151.66555582674226
904,150.10286706218307
905,173.78408586603774
906,154.4969651321229
907,149.14079708261121
908,186.8715643279226
909,175.39389457370106
910,166.12066316476884
911,152.9841085121047
912,146.42788092315124
913,170.86636841509886
914,153.3663215377145
915,231.23517061698428
916,168.5994120292428
917,148.67279085981582
918,201.83588044022974
919,195.34105440473184
920,185.12832963476714
921,154.7184485195615
922,207.33512571369462
923,145.15736141667352
924,147.19798576720993
925,203.23303150428333
926,155.9550820158542
927,144.45689032842856
928,150.102104695008
929,175.05688883450213
930,149.79910783738453
931,147.76361795197667
932,252.7900496135594
933,170.0464601474525
934,184.3061634108283
935,170.98548646695275
936,150.7950094113644
937,205.11003965085146
938,185.25174187425796
939,169.05667260373068
940,165.00095649923628
941,142.43349241462116
942,182.9027360377065
943,171.66967963072815
944,197.92245588316516
945,172.73976859524075
946,165.97030440324954
947,146.083477184869
948,150.09544860739362
949,166.1832513229005
950,182.8667938734726
951,176.17902512674158
952,158.79618150462088
953,187.45566529243442
954,184.36724623495505
955,208.8900675219099
956,187.66723796111427
957,171.47664204139625
958,144.3928276881082
959,150.23305926745024
960,163.4449688644314
961,143.40421496930452
962,185.59290533364756
963,152.58229734899996
964,172.9007470446001
965,149.88405695614293
966,208.0974547065569
967,153.48220501708087
968,158.079844546114
969,152.73911943000917
970,187.320310344404
971,178.65980737521213
972,157.19368226450555
973,143.6469848595808
974,240.7131403283713
975,245.50419933098715
976,171.6045583692561
977,164.8558500451003
978,196.63083824138639
979,197.21849551215914
980,168.5774033454876
981,159.38569768691744
982,193.4441426073451
983,195.51817308911356
984,151.48742490435615
985,152.0733378968021
986,185.20868275541082
987,170.6877677507716
988,158.29007077902753
989,174.77656550801996
990,161.56246298960855
991,155.24226560390133
992,163.1327649835292
993,159.57443123861074
994,156.06967885885268
995,170.14515501448477
996,195.41511186418253
997,213.59170514204433
998,151.4042772096792
999,153.76308848775324
1000,183.37886119384535
1001,174.83031219901434
1002,148.43252357848095
1003,169.9140528100477
1004,156.44875258632038
1005,153.204601605689
1006,152.02425999521535
1007,159.94011150940509
1008,147.98287634967375
1009,187.35828641005898
1010,213.547276991761
1011,185.4780161162465
1012,157.1962189053837
1013,172.39778772879058
1014,155.50661322406341
1015,158.73744103543163
1016,165.71376249673884
1017,176.89518662031136
1018,197.118963653182
1019,159.43317892748024
1020,143.08516382832474
1021,157.15121005193748
1022,167.25641184426112
1023,202.63579323276042
1024,237.07716645207267
1025,170.56073102019084
1026,204.32540688867672
1027,158.28226124457686
1028,185.37544149438534
1029,149.59978455609993
1030,155.20321446753832
1031,191.7658296244435
1032,210.25021378987023
1033,147.75459126576757
1034,163.3042226824719
1035,161.66430193477004
1036,266.1059702553387
1037,190.99645013323052
1038,168.76919499021895
1039,158.24047296959284
1040,166.47212958953992
1041,153.3883701078089
1042,152.91543602686866
1043,162.8364339827319
1044,146.36418302423797
1045,185.44285966694832
1046,148.41152777179164
1047,188.2643707337108
1048,155.89352143663936
1049,175.05901312812222
1050,168.2739578060312
1051,181.21978225049116
1052,146.217539021461
1053,187.2368831896294
1054,144.7658322808051
1055,163.60998026687435
1056,152.93525753236375
1057,155.6580904678987
1058,187.15740079968597
1059,181.08126381162936
1060,161.7206355636944
1061,151.6368638064783
1062,143.6813477444406
1063,151.88024485149836
1064,172.5224774970989
1065,151.05379674828546
1066,149.4674557479249
1067,177.53927076876784
1068,162.66140325911277
1069,166.36252012076122
1070,200.34674835560753
1071,148.9207390388726
1072,147.02976154622044
1073,169.18037224441377
1074,153.50617165070747
1075,162.916890323286
1076,218.47796394662512
1077,162.8135673311149
1078,189.79174331492385
1079,186.29178361963935
1080,203.67244963609525
1081,177.2845351798401
1082,187.37801447946433
1083,228.4113199821102
1084,157.33376656474283
1085,148.5095323642687
1086,213.99949287926674
1087,152.7436492889509
1088,153.147798122601
1089,158.39434879437124
1090,201.41024013570618
1091,145.3215851277937
1092,159.29022957451522
1093,204.48257244840246
1094,176.23122021060098
1095,159.26936901493548
1096,220.45050555034805
1097,157.5617720128307
1098,174.24637979295346
1099,154.26784805855658
1100,149.0896112764756
1101,154.8468623008268
1102,191.10565009043052
1103,148.4317510907505
1104,181.2512844220255
1105,165.67639871408863
1106,170.95152709998135
1107,151.79020566581102
1108,174.32388264159766
1109,182.66721687728153
1110,210.25490968468003
1111,195.75893955144304
1112,219.57672850435688
1113,207.27786425151157
1114,154.61487031796466
1115,161.25519556239254
1116,175.62989225483614
1117,163.00252251735844
1118,181.82107252532776
1119,238.47393905105073
1120,193.1663153070474
1121,162.99203170994957
1122,173.20646461718854
1123,149.16605264039416
1124,195.3363550163281
1125,165.9462263011893
1126,204.443008798291
1127,167.8120778196038
1128,163.87227128682716
1129,164.93908360002862
1130,152.9239280086459
1131,204.329855904337
1132,153.04931991459625
1133,141.9753392696871
1134,234.5371940973183
1135,187.83940488325877
1136,217.69116310472037
1137,162.14041378603878
1138,165.80908020984967
1139,198.92691896965098
1140,163.36267180303093
1141,207.00291410516817
1142,158.96986471196146
1143,182.84138001567845
1144,145.45732828147348
1145,175.04576458024547
1146,171.55316326666096
1147,179.34263662719465
1148,152.61271121465222
1149,160.49980839016538
1150,176.42752228745525
1151,170.5590201922536
1152,195.33265347350562
1153,151.9036220168994
1154,156.46536028791348
1155,161.9004685748724
1156,143.970015051967
1157,183.51118831758814
1158,151.7867080144153
1159,143.55099860808286
1160,164.4697238839138
1161,182.86772029237642
1162,160.98689489296842
1163,163.8909769239529
1164,158.67868039450912
1165,141.48992450701516
1166,206.9251420867681
1167,159.93021260187285
1168,148.9286392237759
1169,228.48967340976213
1170,165.20367426611674
1171,147.2329399631528
1172,146.60825437224966
1173,152.3609127135482
1174,187.0582258034239
1175,234.19179016878792
1176,233.18069630521384
1177,150.7881144756422
1178,162.00555625027283
1179,164.4394190373884
1180,164.26981974187322
1181,190.72593169706815
1182,179.19241102342022
1183,169.47145825660456
1184,197.32697494183424
1185,180.23649605154907
1186,200.4899654123333
1187,166.6780693309423
1188,179.92076237211367
1189,213.42481093724592
1190,187.63348070354024
1191,168.6302419387692
1192,163.57460843509028
1193,147.80765495345872
1194,209.33002830172572
1195,169.8824453015178
1196,157.96996392947793
1197,182.39847923426188
1198,164.4124799387379
1199,169.90607506280568
1200,161.55045210955382
1201,180.5860525087875
1202,193.86749533452056
1203,151.59221304786215
1204,151.8431880833099
1205,161.64566200000368
1206,151.0428672798779
1207,162.84627853374786
1208,165.93899076521666
1209,152.75235100966134
1210,196.3871815860636
1211,158.523662131344
1212,185.97528158283012
1213,154.63720241282905
1214,194.1779379805537
1215,165.56624404532454
1216,217.4150054262136
1217,159.67128666381845
1218,149.1543332648135
1219,198.9084718968135
1220,205.54126844369674
1221,148.44916804825363
1222,164.6129377426933
1223,184.24693206785906
1224,155.06318680980996
1225,153.92925465053622
1226,195.55102804524572
1227,196.5988877431312
1228,197.15600908245236
1229,167.81206098395563
1230,177.93474600531079
1231,165.12681357193264
1232,157.03357236249917
1233,165.20763055408634
1234,162.66582192007226
1235,151.3678731794362
1236,196.55509864111585
1237,151.1992535147365
1238,157.64936942341467
1239,154.33123806051836
1240,152.31706737087805
1241,156.56956289853022
1242,159.54018157809105
1243,157.90226481138797
1244,151.57137511346951
1245,202.37190460283352
1246,189.28994206003884
1247,150.22211015626354
1248,232.08794098562063
1249,146.3619969156043
1250,188.1540856099682
1251,181.3336421296306
1252,146.57978550662
1253,156.46066369104705
1254,175.3551607406592
1255,166.95877504678688
1256,167.57293561558717
1257,165.24956781487205
1258,164.40324900295397
1259,231.01336554087834
1260,234.29563786077182
1261,176.8828318083874
1262,173.60661671252683
1263,192.63064095944117
1264,146.89082009338907
1265,149.69761589900202
1266,146.69935123989433
1267,144.60299478441556
1268,181.8736201083192
1269,150.36901311215917
1270,169.18815503415132
1271,159.72688838862754
1272,157.79519636156442
1273,153.6357089633503
1274,227.10086224545137
1275,155.1057597587607
1276,154.51152405633974
1277,175.0840689683236
1278,195.67439247700327
1279,216.59719011981892
1280,170.45264125231145
1281,216.95208748764117
1282,150.29881234916905
1283,188.2316025584002
1284,197.49892281207838
1285,150.1274324707951
1286,159.75734587502632
1287,149.19719758870687
1288,155.24209245973398
1289,152.88023763063504
1290,159.33990457727646
1291,151.77145273139985
1292,161.8232770493391
1293,179.47174368333225
1294,157.01172387558495
1295,146.8193702848586
1296,155.72414590656896
1297,204.40884744606072
1298,183.09753228220987
1299,149.65694053387463
1300,212.2034470298877
1301,158.34759641452902
1302,162.5304692022873
1303,212.27612557562477
1304,155.0522936986499
1305,149.27183459964314
1306,145.87411052671285
1307,149.02622278993135
1308,156.777078887463
1309,147.47253399630353
1310,166.38460227278443
1311,145.4378439285918
1312,178.7477255752955
1313,173.4133575394123
1314,154.81041566722655
1315,151.30657531173247
1316,155.0301787616147
1317,149.1793119928873
1318,177.4230138216147
1319,141.81437319933983
1320,201.24404703841992
1321,158.75209587025418
1322,163.21310053049734
1323,146.4553378590923
1324,174.5888078322206
1325,188.56882156341916
1326,220.0836296691069
1327,157.52575935195537
1328,222.67610456038102
1329,213.90997462613808
1330,161.39068771737405
1331,152.17317660597024
1332,155.73529327450188
1333,156.43571835875082
1334,155.15550171438602
1335,177.64066012636718
1336,151.40924421402903
1337,155.10643929322902
1338,183.93433528748696
1339,143.83458086446913
1340,155.50644511004708
1341,177.21303718769514
1342,260.8040848984925
1343,153.4221750215362
1344,157.84705135142264
1345,162.3814567185009
1346,181.40739178384922
1347,152.77303223656878
1348,159.4166241167395
1349,154.35705186231823
1350,139.53100507549627
1351,175.15425200374787
1352,161.795042144405
1353,149.01346451086982
1354,170.29477455496806
1355,152.9906606451288
1356,143.2610949694874
1357,183.02794431377293
1358,163.10506227743596
1359,159.97437108291007
1360,144.22819064699553
1361,166.9456757422399
1362,139.9645818000943
1363,150.18174292590888
1364,220.43889088689772
1365,177.39762562395768
