,0.9
340,1.8139032560604724
341,2.1648109445163044
342,2.1493724077267324
343,2.5284429960623247
344,2.3342920777365066
345,1.5597374436119162
346,1.829347694422174
347,2.019284868997492
348,1.9768347499326895
349,2.2341995171770432
350,2.7061804952641397
351,1.7597366606392486
352,1.6127427360095212
353,2.2020198611085737
354,1.9316456558041528
355,1.5855518947351301
356,1.8007664741904617
357,2.1706477542413665
358,1.5721832304139776
359,2.4646914427428097
360,2.3851312957149076
361,1.9333977251497385
362,3.0039443711727962
363,1.7409860478605583
364,1.496956310136815
365,1.6230800392673452
366,1.4247405526356438
367,1.5343666929889295
368,1.9794445980247253
369,1.64906340987069
370,2.254060097394367
371,1.5845712439321349
372,2.175193366304096
373,1.6131820222563749
374,1.8807993102538858
375,1.6370251574359744
376,2.7903447277766897
377,1.5260232052843317
378,2.2010838483677215
379,2.2000775124196954
380,1.910343701211451
381,1.6754340888723194
382,1.5436411558903786
383,1.5811849313666684
384,1.7819263738434699
385,2.393550311052306
386,1.4496531242631268
387,2.029729246171766
388,1.7569035399146198
389,1.889064239433407
390,2.4860283789430975
391,1.6843368422736449
392,1.933174078686961
393,2.298345837673329
394,2.2009225796076617
395,1.6081134580616503
396,2.1874860067618354
397,1.7986016269258362
398,1.9553861518453624
399,1.583369527877681
400,1.6849548046549796
401,1.8829494581417097
402,1.9372570060136047
403,1.8094407247883717
404,2.260531922273273
405,1.8983834133692286
406,1.52723157238708
407,2.23329035860106
408,2.552173418590649
409,2.4615604566335865
410,1.672171601648254
411,2.9003573752808425
412,1.6444106080751455
413,2.1789258049592886
414,1.9227003965187741
415,1.5806146511962185
416,2.0907247380414433
417,1.9214631019826003
418,2.0237788410314725
419,2.0334395185475143
420,1.9081130488001983
421,1.4525567738454597
422,1.6490519044251792
423,1.524875107962851
424,1.9181481840642103
425,1.6406989359972992
426,1.6228831240866775
427,1.994213457630114
428,2.441623930039844
429,1.987394505086374
430,3.1076653880423546
431,2.2030480808453414
432,1.7006160945566926
433,1.4174480402892238
434,1.6962317881614795
435,1.6549876864179256
436,1.735853754140845
437,2.5516574576145934
438,1.7287497185892053
439,1.8667447325331694
440,1.766425542550307
441,1.775673458698296
442,1.896464139234121
443,1.5659039550467393
444,2.212849726556505
445,2.5872400207205057
446,2.316011754390648
447,1.9810201491413497
448,2.5781389759574402
449,1.5248681603742942
450,2.618140344198052
451,2.718416113754531
452,1.9958028425444592
453,1.8259140778946419
454,2.0374368868345933
455,1.9013360080721762
456,1.7506084166215083
457,2.150802226285699
458,1.5956555936251455
459,2.0539053830308407
460,1.9030184599839455
461,1.491887828502277
462,1.874344193752249
463,1.57784570698598
464,1.6005486025413864
465,2.408611484990846
466,2.1231402005331694
467,3.0736216058540826
468,1.7776581764203774
469,2.172487285868884
470,1.9913090780682106
471,2.6954642951044563
472,1.7396158541526332
473,1.9135383483863235
474,1.61906703523396
475,1.519086055470762
476,2.2611262487706747
477,1.9122361423933893
478,2.5028308732389086
479,1.8350345251234181
480,2.121616541164271
481,2.3792034459535945
482,1.696284007992364
483,1.640608130096744
484,1.7025682226462864
485,1.508996152728632
486,1.989340558383491
487,1.4817804513008523
488,1.4846711247403785
489,1.5590401217826366
490,2.008725936610699
491,2.085353136967107
492,1.4662799946522198
493,2.076441749750221
494,2.070137049904325
495,2.287300295431744
496,2.266292419771091
497,2.2090320671989
498,2.4708137144262006
499,1.9214479149070092
500,2.9812291271716806
501,1.6855187987455484
502,2.1750092865229815
503,2.2926340615786103
504,1.699244979872136
505,2.213151485724733
506,2.2583825785350795
507,1.5284871882683984
508,1.6100798658688171
509,2.6903861508007836
510,1.760583012360785
511,1.585860080635055
512,1.8782512777976712
513,1.7080198976715388
514,1.7586508229252011
515,2.0463937821927245
516,1.9137803218779195
517,2.501704619529771
518,2.8191821029301285
519,2.3994316839652874
520,1.595708629176167
521,1.536623420135898
522,2.224749919981277
523,1.9034996713941137
524,1.8175138088749216
525,1.572288802097071
526,3.0123755506005785
527,2.6781810532560653
528,1.873616198200634
529,1.9682238667695806
530,1.7595613787283537
531,1.5907706579983636
532,1.960813093131483
533,1.8076654433537325
534,2.7979056534712536
535,2.2514443243286046
536,2.50585699678824
537,1.5006909690706276
538,1.8882355939354447
539,1.61544978387134
540,2.202704911082673
541,1.9602653278748108
542,1.6005387441853778
543,1.6056931248238016
544,2.154165903839351
545,2.3657742974625475
546,1.5929309847685345
547,1.6295028321170277
548,1.8415333420578184
549,2.495683562625016
550,2.304803155324893
551,2.2772636219582076
552,1.6200521474799041
553,2.2172299151696753
554,1.7466763628483044
555,1.5853048555749247
556,2.0766215819541767
557,2.049419927515767
558,2.127466125630056
559,2.7111329157600976
560,2.083829363126011
561,1.54818611144008
562,2.3262297507396874
563,1.8789485017782839
564,1.566981049666547
565,2.4212790052537474
566,2.070087336810002
567,1.646920237100973
568,1.5976538806809288
569,1.8607848562012301
570,3.309702780055331
571,1.6344962369580032
572,2.326029829318774
573,1.6935439824125695
574,1.5855731899439134
575,1.7965361715060748
576,1.9035417827323726
577,1.9557281577706724
578,1.908086801886263
579,1.9929428690138942
580,2.1300786449898097
581,2.7205373242010635
582,1.6964009632688344
583,1.5922032219708258
584,1.5248701569703642
585,2.612920291375923
586,1.6634413664562087
587,1.7999338742325584
588,1.6104562232148343
589,1.8211461097748296
590,2.0570350294127735
591,1.9636596573756786
592,2.721853587898686
593,1.6744819847073324
594,1.7652435617978741
595,1.5795529650264921
596,1.9216269244861004
597,1.402115202723415
598,1.6720915099906173
599,2.138157840012426
600,2.417559723427283
601,2.196820176100264
602,1.6609434080218257
603,2.1177940456812423
604,2.1702264464372254
605,1.6258423263914439
606,2.843667124592691
607,2.0597683575422443
608,2.107093917550505
609,1.4329854353017166
610,2.3848542242260744
611,1.5662503243112904
612,1.6897957850903889
613,2.353611080966091
614,1.5473829166390525
615,1.614989641807003
616,2.4879169413670024
617,2.1535794521648017
618,2.6298950936564034
619,2.1825293653233766
620,2.051356557239942
621,1.6978598814081962
622,2.2951541781456544
623,1.677736468794546
624,1.6932025665697923
625,2.085034875254223
626,1.6518288342872969
627,1.8570480715104456
628,1.8743776895093736
629,2.651227796337243
630,1.5288921747335475
631,2.429517400763459
632,1.537799659699942
633,1.6641844255526372
634,2.0654914551415273
635,1.8921614986590933
636,1.6413331565175995
637,1.7665980974094988
638,1.4498068138138074
639,1.6303726721547853
640,2.211920517690316
641,2.0694105444516935
642,1.6336609414437888
643,1.5618062278537723
644,1.9435919409748974
645,2.462097593293265
646,2.477830978586492
647,2.9402083521210405
648,2.183738095687903
649,1.8154138132033995
650,1.8884572764958916
651,1.635079049301266
652,1.7662889939141184
653,2.7654435238805157
654,1.686673394863169
655,1.8667891032349584
656,1.6995677123736475
657,1.6492703686646422
658,2.6744210592380813
659,1.962795885036737
660,2.8871300594130966
661,1.758789172116127
662,1.9790232227713302
663,1.4599183168014338
664,2.167444823040657
665,2.811278565563211
666,1.6635129866042786
667,2.2531149337330256
668,1.4004195489218139
669,1.565433187055372
670,1.8623201979196353
671,1.993584577828025
672,1.6621678792065395
673,1.6637219378250043
674,2.7211355487499818
675,1.8361031569309465
676,1.5918865112799132
677,1.7476266259957145
678,1.8420621340303978
679,2.9810373101532406
680,2.5667399930205463
681,1.7564330785043385
682,2.047431034776136
683,1.564157730268349
684,1.9965077418670618
685,2.1813531114616773
686,1.4038530421249733
687,2.1638286714602715
688,2.3659433968794166
689,1.6500130766500996
690,1.8739698769739648
691,1.6563717331958114
692,2.240698392366853
693,2.2949572097601094
694,1.6817360100427616
695,2.4710167266173464
696,1.425546734633472
697,1.5897429785631563
698,1.5169722836094872
699,2.424733532428721
700,2.3627568020541534
701,1.5051839344064002
702,2.3679960728041323
703,1.8905510366135854
704,1.4695081630733628
705,1.5392104822196266
706,1.886962263121086
707,1.7325632848962071
708,1.7888894639548212
709,2.1219341025001484
710,2.286494994491905
711,1.622279651903318
712,2.3156219689580024
713,2.5236781705797675
714,1.582017101403789
715,1.8453687098388352
716,2.4055909864531615
717,2.2467821512950956
718,2.0153707576864837
719,2.2030223190427423
720,1.954424072977375
721,3.04623129907247
722,2.610368620398328
723,1.6202369584274494
724,1.505140265330284
725,1.8646084287245632
726,1.6628320726347472
727,1.7042255140991844
728,1.7107678546793792
729,1.6779301069690227
730,2.3100019752313297
731,2.118057379996182
732,1.458566656954205
733,1.59117056711642
734,1.5802600023211544
735,1.826136563777615
736,1.8962276154552178
737,1.9227621508421195
738,1.9625722347473291
739,2.8048766037173856
740,2.043432824669304
741,1.8334339675602953
742,2.4168048440401595
743,1.5908893650748805
744,1.9442175083538447
745,2.376927805825086
746,1.4406704596216557
747,1.543937374661446
748,1.8302920820104993
749,2.076991520579135
750,1.7064161408239862
751,1.6336935106195627
752,1.5396751579341954
753,1.4548325389544738
754,1.9002723466739426
755,1.7944526951993431
756,1.5870341226724831
757,1.6921070688115272
758,1.6836982632408561
759,1.4937362951938538
760,2.17678394949473
761,2.2493298867983755
762,1.433758116169212
763,3.0612396900440157
764,1.9237354080348166
765,1.9264445102096093
766,1.7566689255408812
767,1.6032246432806876
768,1.606145501141951
769,2.0790389373365974
770,1.9341019909053552
771,1.6722422974069389
772,1.7122591436182026
773,1.7096297061001717
774,1.902374962707662
775,1.6130351631440816
776,2.726209539658025
777,1.6878898725273555
778,3.0118822973884174
779,1.5499210328154829
780,1.8722200432147083
781,1.4128695491041294
782,2.1967955354058044
783,1.7725076424989994
784,1.5840169477497352
785,1.5607783473172814
786,1.5656683180145257
787,1.7916107990603716
788,3.111562550994276
789,1.708964696318499
790,2.4694313745530976
791,2.110894976901652
792,2.543326625612725
793,1.8159966191682075
794,2.48835316013238
795,1.5719428003384859
796,2.279368561250528
797,1.6299661965608037
798,1.8892390274635538
799,2.6404463682237824
800,1.7174887757033854
801,1.8058491330207205
802,1.671109234861849
803,1.5165319093029113
804,1.4957771302573144
805,1.8533919263265761
806,1.4451062629407756
807,1.9763530761098869
808,1.9004475951989175
809,2.0573915808875816
810,2.2231047745950767
811,1.6569293924321635
812,2.037595525904058
813,1.705410019387828
814,1.4904896955567273
815,1.6755503452503229
816,2.2879611456924236
817,2.842968317153526
818,2.109842921832923
819,1.7567249072727271
820,2.0651283039497854
821,1.6799237748810798
822,1.8154522543026546
823,1.4591810729807018
824,2.552958088871137
825,1.550306656100821
826,1.722221725878621
827,2.156806756850325
828,1.8688686821281624
829,1.6626840513909171
830,1.8289261298396975
831,1.885853996162529
832,1.4026794272881866
833,2.1647801694462965
834,2.3816792422163418
835,2.177967764763452
836,1.6431437760984562
837,2.0731406465880164
838,2.5373042324946398
839,1.7919106719927647
840,2.1016108379117684
841,1.4674075919073601
842,2.1938849913576077
843,1.4212962289616027
844,2.083557050246413
845,2.8818778889146435
846,1.9090023243762915
847,1.4662223675686488
848,1.910383938190483
849,1.5729384065858392
850,2.1759158310034774
851,2.356381695159378
852,1.9302284662562283
853,1.9380950157541774
854,2.2468361455389565
855,2.098383988688075
856,1.5290317041834782
857,1.607183683325409
858,2.276937278125787
859,1.5897263238729038
860,1.4768780607030707
861,2.518042540567639
862,2.1710438569774198
863,1.7323042267670534
864,1.9313143248748055
865,2.0177141944973735
866,1.9529274945916877
867,2.412212117899956
868,1.9174861503001128
869,1.5354105278401837
870,1.954811557973122
871,1.9276102591838786
872,2.4091330896755085
873,2.695521302723341
874,2.236959714181762
875,1.9458580473773888
876,1.4459840871706389
877,1.6364670082701873
878,1.7836815409210778
879,2.4837592742522983
880,2.3414520031208528
881,1.556526758659706
882,1.7388442753594588
883,1.8447566728876361
884,2.528330832287765
885,2.246876000910981
886,1.706758556306679
887,2.5750017681371085
888,1.7389587616830129
889,2.9898615776707844
890,2.262747405828293
891,2.578674302029917
892,1.738783482540977
893,2.2174154541617774
894,2.0439526701873936
895,2.0995875822732324
896,2.270542807738253
897,1.5970809695979291
898,1.775668405988631
899,2.3493724378793397
900,1.8421362341028988
901,1.530069505502917
902,1.625566113357009
903,1.6589624497490065
904,1.5771879416305414
905,2.108261860786308
906,1.7192667114268236
907,1.5727463517864917
908,2.3085627279768492
909,2.1617034389971375
910,1.8448327202210923
911,1.6121586465031565
912,1.543640021276437
913,1.9704130363638364
914,1.6605837800205905
915,3.027705245775693
916,2.016346504642
917,1.6018354253463705
918,2.531344146800335
919,2.500683204087795
920,2.300597300876341
921,1.7356596406437839
922,2.426591366455965
923,1.5686253174154552
924,1.5463794795610537
925,2.6177983364995834
926,1.7109108237836885
927,1.4700088184545586
928,1.5913998286657534
929,2.1339682978615793
930,1.626337178170135
931,1.5383679318810803
932,3.308376695457898
933,2.0857270660923364
934,2.148358068752618
935,2.051980127846889
936,1.6363340183408341
937,2.4172229336134423
938,2.307894624090419
939,2.077982048908225
940,1.9722939860611721
941,1.465661731628495
942,2.2842218650394432
943,2.054392375591072
944,2.304630642130458
945,2.080992588020149
946,1.9378275760291412
947,1.5835991698101157
948,1.6412940729286023
949,1.9529610014696197
950,2.278905965662342
951,1.9653697383204878
952,1.7642928569266745
953,2.118940849758381
954,2.356315807698207
955,2.6749722250024117
956,2.3778013104281523
957,1.9290508648955567
958,1.5034259688392597
959,1.6029216072213557
960,1.9352758630577127
961,1.4470255953072386
962,2.3400316300384643
963,1.7056703851337596
964,2.0674531934820015
965,1.5852321837955001
966,2.7267910078554056
967,1.6911552067082298
968,1.76932009881335
969,1.6383126745044465
970,2.368603065170269
971,2.21498869245767
972,1.794840648883645
973,1.4540282749330051
974,2.8854659709832053
975,2.957330616081379
976,2.1085876060601083
977,1.9595868245649328
978,2.2071153226650604
979,2.561769713617098
980,1.9172646835784106
981,1.7458667069372584
982,2.4620221882165896
983,2.493698196840891
984,1.64787522881798
985,1.6038836135455685
986,2.161757638061241
987,1.9278869124247644
988,1.8256953306576456
989,2.0153991477980187
990,1.8908408218888728
991,1.7295940993158239
992,1.9408307347949825
993,1.8003638772775072
994,1.6768168206487784
995,2.014689279739628
996,2.5092302625162834
997,2.5171862840569452
998,1.6165210984377367
999,1.6371643220177776
1000,2.0296940105807866
1001,2.1410555544412704
1002,1.554915808193931
1003,2.0314413952057353
1004,1.7325838273615901
1005,1.6429504247962214
1006,1.6328638371772521
1007,1.832649360534715
1008,1.5383505728843763
1009,2.364124864685702
1010,2.7581278374198277
1011,2.35883290864386
1012,1.7939038488522423
1013,2.0709450067184396
1014,1.6702907557534934
1015,1.7255730751940728
1016,1.9776147546527978
1017,2.026945278699417
1018,2.3908897963309115
1019,1.8385751255261347
1020,1.4448751229164039
1021,1.7016002970538135
1022,1.9858674127669163
1023,2.614686853286696
1024,3.164578368771564
1025,2.020785362029529
1026,2.6323322504813187
1027,1.763966060928392
1028,2.300594846847565
1029,1.5931259735677112
1030,1.6471983256582667
1031,2.414300971470654
1032,2.412802232412383
1033,1.5475197635825788
1034,1.9685773239322994
1035,1.8624746649115076
1036,3.4852329798869865
1037,2.440025723968053
1038,1.883026021890074
1039,1.7499332341027347
1040,2.011440728730616
1041,1.699943462731229
1042,1.6424133071066918
1043,1.824390980711848
1044,1.5550554005225519
1045,2.1139759517099326
1046,1.5610491962300845
1047,2.2523739022211053
1048,1.6852815870217634
1049,2.1519440819157585
1050,2.055171827534183
1051,2.222984395744066
1052,1.5594147588892469
1053,2.3739746291612223
1054,1.4952258917610528
1055,1.8503976249703897
1056,1.6489604487153438
1057,1.6520519809404657
1058,2.3321913652195154
1059,2.2398416005911757
1060,1.8710249539204873
1061,1.6856159866320546
1062,1.4636665519996348
1063,1.672415327642505
1064,2.122095940893362
1065,1.5862062509891954
1066,1.6198275421697972
1067,2.1969276679963046
1068,1.8778166564420955
1069,1.929043637884567
1070,2.5868427194322186
1071,1.5700447785241338
1072,1.5563538561706571
1073,1.9912594862059194
1074,1.688838094951313
1075,1.9181758024829465
1076,2.5409375442847195
1077,1.8724498612727698
1078,2.430036046853978
1079,2.367529950086651
1080,2.615296991075994
1081,2.170260323415437
1082,2.203388081169806
1083,2.775223220541032
1084,1.7847271816028127
1085,1.558082087500792
1086,2.5762949099168027
1087,1.6736666080812
1088,1.6576192023362588
1089,1.8136008624914277
1090,2.3493028362901955
1091,1.547578781936203
1092,1.8834565775453398
1093,2.3550770125865537
1094,2.0931293800284076
1095,1.8453774368964815
1096,2.8553786675952613
1097,1.725695997437926
1098,2.1281061151537126
1099,1.6678583880842222
1100,1.567529198565751
1101,1.7252343635365806
1102,2.4241581273751054
1103,1.5952368034167395
1104,2.239169841665238
1105,1.9552726033254089
1106,1.8985602299732796
1107,1.6142502539504235
1108,2.078333834705766
1109,2.2572138371634294
1110,2.6344184776672686
1111,2.470846623641872
1112,2.7981105697210986
1113,2.7164867094356078
1114,1.644389523522895
1115,1.835650987106385
1116,2.2030470829208704
1117,1.9329281653676724
1118,2.031097054235832
1119,3.090160490176213
1120,2.4431957801057793
1121,1.894046509270491
1122,2.0852481273320387
1123,1.5852501750971542
1124,2.508812399705463
1125,1.924976360472128
1126,2.3956217669096977
1127,1.9971169696042332
1128,1.9289395154514242
1129,1.9707219296265486
1130,1.6895723507898408
1131,2.632140764403864
1132,1.666622341980362
1133,1.4269734252776556
1134,3.082530587933793
1135,2.0932982807016587
1136,2.845970879846402
1137,1.7629449311571366
1138,1.8691794442336924
1139,2.5554148241211725
1140,1.9564922785748742
1141,2.368231213867409
1142,1.7824404281574415
1143,2.214580623804307
1144,1.5288061855915651
1145,2.1144745425194134
1146,2.0842832974097627
1147,2.1663741002722796
1148,1.617005520093387
1149,1.7860696299596148
1150,1.9488067861981402
1151,2.0793450569753023
1152,2.4627317735966314
1153,1.6571477674827106
1154,1.7678124904139982
1155,1.831314318589554
1156,1.5284199893039225
1157,2.2791165196872085
1158,1.6608642180938678
1159,1.4542046947248632
1160,1.9162429730135022
1161,2.2881184054546715
1162,1.8682785714375014
1163,1.9500769068649817
1164,1.779484412549185
1165,1.428742936006873
1166,2.659570769705767
1167,1.7630432184965787
1168,1.5661930005266793
1169,2.988352679044193
1170,1.9635424358795914
1171,1.5414285747784504
1172,1.5225933115220285
1173,1.6100236796553997
1174,2.4018009268173697
1175,2.7382794698325794
1176,3.0784465163848664
1177,1.6087438840896315
1178,1.9003902761843636
1179,1.9482042756258566
1180,1.8460910484700244
1181,2.4162091504626106
1182,2.04635395108293
1183,2.064334714348347
1184,2.546668330335568
1185,2.27974066307483
1186,2.386833193634851
1187,1.8561509326140055
1188,2.248688621381204
1189,2.5226768487537483
1190,2.197186076257177
1191,1.9832227112185783
1192,1.8074517796624536
1193,1.5726459053976511
1194,2.717886898303619
1195,1.9115241200332196
1196,1.7338671042687193
1197,2.3142559213519096
1198,1.8810045146626164
1199,1.9076650429457123
1200,1.875947290055135
1201,2.2269944983519645
1202,2.4222421845173225
1203,1.6816811109808636
1204,1.6851573956912878
1205,1.8873482069858616
1206,1.6541659396018513
1207,1.8901520452459255
1208,1.9794271156028287
1209,1.6997011313394004
1210,2.3030208539584147
1211,1.7304317664873874
1212,2.071293545857738
1213,1.6461653885867695
1214,2.321786412332868
1215,1.9437025452044598
1216,2.6347136316386703
1217,1.798385218417341
1218,1.5785546311465355
1219,2.533775886780773
1220,2.6585295768601074
1221,1.5652117252188311
1222,1.9019097045514244
1223,2.3088035844207964
1224,1.7028113216390504
1225,1.727062070582619
1226,2.239450046621511
1227,2.549879396217296
1228,2.4797471272876637
1229,1.9215665871665393
1230,2.2465251909821076
1231,1.9682080100468986
1232,1.7897183541357997
1233,1.8949786616136415
1234,1.8690872862273669
1235,1.6617629982149742
1236,2.327236135250464
1237,1.6046298171532718
1238,1.766613753480017
1239,1.6743750360630185
1240,1.6678923509092825
1241,1.764697952693468
1242,1.776322792810128
1243,1.729864981936135
1244,1.6526250335793298
1245,2.5465110186780078
1246,2.3935492278676005
1247,1.6157861601432986
1248,2.809993698341854
1249,1.5695010997997472
1250,2.112850608463011
1251,2.116712043014509
1252,1.5105455531638277
1253,1.7408608385790232
1254,2.1438814128564263
1255,1.9961952845003104
1256,2.0314817184258644
1257,1.9608755854536153
1258,1.8578284028910672
1259,3.053584764185265
1260,3.101558807293188
1261,2.1919319810333904
1262,2.08173822649817
1263,2.467877965582782
1264,1.5257005803775476
1265,1.6203814134586512
1266,1.5260788066744833
1267,1.5245377787041858
1268,2.2843564976753847
1269,1.5989746939540799
1270,2.0037637723458124
1271,1.820975428497635
1272,1.7690861659105215
1273,1.6267577400645212
1274,2.8103532694984477
1275,1.7344850665937463
1276,1.708060117651353
1277,2.148007835798366
1278,2.2996354944957407
1279,2.7881453615633474
1280,2.066764018044933
