latitude,longitude,time,meanResponse,sdResponse,missing,outlier
-29.375,-44.0625,2017-07-01T09:20:00,0.127,0.026,False,False
-28.125,-44.0625,2017-07-01T09:20:00,0.086,0.010000001,False,False
-26.875,-44.0625,2017-07-01T09:20:00,0.106000006,0.006,False,False
-25.625,-44.0625,2017-07-01T09:20:00,0.224,0.020000001,False,False
-24.375,-44.0625,2017-07-01T09:20:00,0.231,0.011000001,False,False
-23.125,-44.0625,2017-07-01T09:20:00,0.33600003,0.0,False,False
-21.875,-44.0625,2017-07-01T09:20:00,0.10300001,0.012,False,False
-20.625,-44.0625,2017-07-01T09:20:00,0.066,0.019000001,False,False
-19.375,-44.0625,2017-07-01T09:20:00,0.058000002,0.015000001,False,False
-18.125,-44.0625,2017-07-01T09:20:00,0.038000003,0.020000001,False,False
-16.875,-44.0625,2017-07-01T09:20:00,0.018000001,0.018000001,False,False
-15.625,-44.0625,2017-07-01T09:20:00,0.024,0.019000001,False,False
-14.375,-44.0625,2017-07-01T09:20:00,0.020000001,0.021000002,False,False
-13.125,-44.0625,2017-07-01T09:20:00,0.009000001,0.019000001,False,False
-11.875,-44.0625,2017-07-01T09:20:00,,,True,False
-10.625,-44.0625,2017-07-01T09:20:00,,,True,False
-9.375,-44.0625,2017-07-01T09:20:00,,,True,False
-8.125,-44.0625,2017-07-01T09:20:00,,,True,False
-6.875,-44.0625,2017-07-01T09:20:00,,,True,False
-5.625,-44.0625,2017-07-01T09:20:00,,,True,False
-4.375,-44.0625,2017-07-01T09:20:00,,,True,False
-3.125,-44.0625,2017-07-01T09:20:00,,,True,False
-1.875,-44.0625,2017-07-01T09:20:00,,,True,False
-0.625,-44.0625,2017-07-01T09:20:00,0.14600001,0.006999999999999999,False,False
0.625,-44.0625,2017-07-01T09:20:00,0.10300001,0.014,False,False
1.875,-44.0625,2017-07-01T09:20:00,0.09200001,0.009000001,False,False
3.125,-44.0625,2017-07-01T09:20:00,0.17800000000000002,0.020000001,False,False
4.375,-44.0625,2017-07-01T09:20:00,0.16399999999999998,0.041,False,False
5.625,-44.0625,2017-07-01T09:20:00,0.19100001,0.039,False,False
6.875,-44.0625,2017-07-01T09:20:00,0.303,0.016,False,False
8.125,-44.0625,2017-07-01T09:20:00,0.70400006,0.080000006,False,False
9.375,-44.0625,2017-07-01T09:20:00,0.59800005,0.032,False,False
-29.375,-42.1875,2017-07-01T09:20:00,0.098000005,0.039,False,False
-28.125,-42.1875,2017-07-01T09:20:00,0.11000001,0.024,False,False
-26.875,-42.1875,2017-07-01T09:20:00,,,True,False
-25.625,-42.1875,2017-07-01T09:20:00,0.172,0.031000001,False,False
-24.375,-42.1875,2017-07-01T09:20:00,0.142,0.016,False,False
-23.125,-42.1875,2017-07-01T09:20:00,0.158,0.039,False,False
-21.875,-42.1875,2017-07-01T09:20:00,0.044000003,0.010000001,False,False
-20.625,-42.1875,2017-07-01T09:20:00,0.034,0.014,False,False
-19.375,-42.1875,2017-07-01T09:20:00,0.034,0.014,False,False
-18.125,-42.1875,2017-07-01T09:20:00,0.020000001,0.014,False,False
-16.875,-42.1875,2017-07-01T09:20:00,0.034,0.038000003,False,False
-15.625,-42.1875,2017-07-01T09:20:00,,,True,False
-14.375,-42.1875,2017-07-01T09:20:00,0.098000005,0.018000001,False,False
-13.125,-42.1875,2017-07-01T09:20:00,0.07300001,0.036000002,False,False
-11.875,-42.1875,2017-07-01T09:20:00,0.063,0.032,False,False
-10.625,-42.1875,2017-07-01T09:20:00,,,True,False
-9.375,-42.1875,2017-07-01T09:20:00,,,True,False
-8.125,-42.1875,2017-07-01T09:20:00,0.021000002,0.025,False,False
-6.875,-42.1875,2017-07-01T09:20:00,0.043,0.013,False,False
-5.625,-42.1875,2017-07-01T09:20:00,,,True,False
-4.375,-42.1875,2017-07-01T09:20:00,,,True,False
-3.125,-42.1875,2017-07-01T09:20:00,,,True,False
-1.875,-42.1875,2017-07-01T09:20:00,,,True,False
-0.625,-42.1875,2017-07-01T09:20:00,,,True,False
0.625,-42.1875,2017-07-01T09:20:00,,,True,False
1.875,-42.1875,2017-07-01T09:20:00,,,True,False
3.125,-42.1875,2017-07-01T09:20:00,,,True,False
4.375,-42.1875,2017-07-01T09:20:00,,,True,False
5.625,-42.1875,2017-07-01T09:20:00,,,True,False
6.875,-42.1875,2017-07-01T09:20:00,,,True,False
8.125,-42.1875,2017-07-01T09:20:00,0.643,0.063,False,False
9.375,-42.1875,2017-07-01T09:20:00,0.61700004,0.023000002,False,False
-29.375,-40.3125,2017-07-01T09:20:00,0.13100001,0.032,False,False
-28.125,-40.3125,2017-07-01T09:20:00,0.142,0.056,False,False
-26.875,-40.3125,2017-07-01T09:20:00,0.15900001,0.044000003,False,False
-25.625,-40.3125,2017-07-01T09:20:00,0.162,0.045,False,False
-24.375,-40.3125,2017-07-01T09:20:00,0.185,0.054000000000000006,False,False
-23.125,-40.3125,2017-07-01T09:20:00,0.093,0.013,False,False
-21.875,-40.3125,2017-07-01T09:20:00,0.063,0.014,False,False
-20.625,-40.3125,2017-07-01T09:20:00,0.054000000000000006,0.019000001,False,False
-19.375,-40.3125,2017-07-01T09:20:00,0.037000000000000005,0.026,False,False
-18.125,-40.3125,2017-07-01T09:20:00,0.032,0.019000001,False,False
-16.875,-40.3125,2017-07-01T09:20:00,,,True,False
-15.625,-40.3125,2017-07-01T09:20:00,,,True,False
-14.375,-40.3125,2017-07-01T09:20:00,,,True,False
-13.125,-40.3125,2017-07-01T09:20:00,,,True,False
-11.875,-40.3125,2017-07-01T09:20:00,,,True,False
-10.625,-40.3125,2017-07-01T09:20:00,,,True,False
-9.375,-40.3125,2017-07-01T09:20:00,,,True,False
-8.125,-40.3125,2017-07-01T09:20:00,,,True,False
-6.875,-40.3125,2017-07-01T09:20:00,,,True,False
-5.625,-40.3125,2017-07-01T09:20:00,,,True,False
-4.375,-40.3125,2017-07-01T09:20:00,,,True,False
-3.125,-40.3125,2017-07-01T09:20:00,,,True,False
-1.875,-40.3125,2017-07-01T09:20:00,0.096,0.015000001,False,False
-0.625,-40.3125,2017-07-01T09:20:00,0.08800001,0.005000000399999999,False,False
0.625,-40.3125,2017-07-01T09:20:00,0.097,0.006999999999999999,False,False
1.875,-40.3125,2017-07-01T09:20:00,0.112,0.015000001,False,False
3.125,-40.3125,2017-07-01T09:20:00,0.157,0.009000001,False,False
4.375,-40.3125,2017-07-01T09:20:00,0.141,0.019000001,False,False
5.625,-40.3125,2017-07-01T09:20:00,,,True,False
6.875,-40.3125,2017-07-01T09:20:00,,,True,False
8.125,-40.3125,2017-07-01T09:20:00,,,True,False
9.375,-40.3125,2017-07-01T09:20:00,,,True,False
-29.375,-38.4375,2017-07-01T09:20:00,0.17300001,0.05,False,False
-28.125,-38.4375,2017-07-01T09:20:00,0.156,0.055000003,False,False
-26.875,-38.4375,2017-07-01T09:20:00,0.201,0.045,False,False
-25.625,-38.4375,2017-07-01T09:20:00,0.19100001,0.046000004,False,False
-24.375,-38.4375,2017-07-01T09:20:00,0.14600001,0.054000000000000006,False,False
-23.125,-38.4375,2017-07-01T09:20:00,0.071,0.018000001,False,False
-21.875,-38.4375,2017-07-01T09:20:00,0.041,0.014,False,False
-20.625,-38.4375,2017-07-01T09:20:00,0.058000002,0.018000001,False,False
-19.375,-38.4375,2017-07-01T09:20:00,0.051000003,0.019000001,False,False
-18.125,-38.4375,2017-07-01T09:20:00,0.039,0.013,False,False
-16.875,-38.4375,2017-07-01T09:20:00,0.09200001,0.035,False,False
-15.625,-38.4375,2017-07-01T09:20:00,0.098000005,0.004,False,False
-14.375,-38.4375,2017-07-01T09:20:00,0.124000005,0.017,False,False
-13.125,-38.4375,2017-07-01T09:20:00,0.105000004,0.015000001,False,False
-11.875,-38.4375,2017-07-01T09:20:00,,,True,False
-10.625,-38.4375,2017-07-01T09:20:00,,,True,False
-9.375,-38.4375,2017-07-01T09:20:00,,,True,False
-8.125,-38.4375,2017-07-01T09:20:00,,,True,False
-6.875,-38.4375,2017-07-01T09:20:00,,,True,False
-5.625,-38.4375,2017-07-01T09:20:00,,,True,False
-4.375,-38.4375,2017-07-01T09:20:00,,,True,False
-3.125,-38.4375,2017-07-01T09:20:00,0.18300001,0.046000004,False,False
-1.875,-38.4375,2017-07-01T09:20:00,0.09900001,0.011000001,False,False
-0.625,-38.4375,2017-07-01T09:20:00,0.096,0.009000001,False,False
0.625,-38.4375,2017-07-01T09:20:00,0.095000006,0.012,False,False
1.875,-38.4375,2017-07-01T09:20:00,0.116000004,0.009000001,False,False
3.125,-38.4375,2017-07-01T09:20:00,0.134,0.013,False,False
4.375,-38.4375,2017-07-01T09:20:00,0.147,0.010000001,False,False
5.625,-38.4375,2017-07-01T09:20:00,0.177,0.039,False,False
6.875,-38.4375,2017-07-01T09:20:00,0.120000005,0.017,False,False
8.125,-38.4375,2017-07-01T09:20:00,0.30800003,0.028,False,False
9.375,-38.4375,2017-07-01T09:20:00,0.469,0.020000001,False,False
-29.375,-36.5625,2017-07-01T09:20:00,0.16000001,0.046000004,False,False
-28.125,-36.5625,2017-07-01T09:20:00,0.095000006,0.064,False,False
-26.875,-36.5625,2017-07-01T09:20:00,0.179,0.048,False,False
-25.625,-36.5625,2017-07-01T09:20:00,0.133,0.045,False,False
-24.375,-36.5625,2017-07-01T09:20:00,0.058000002,0.017,False,False
-23.125,-36.5625,2017-07-01T09:20:00,0.042000003,0.008,False,False
-21.875,-36.5625,2017-07-01T09:20:00,0.054000000000000006,0.026,False,False
-20.625,-36.5625,2017-07-01T09:20:00,0.029000001,0.020000001,False,False
-19.375,-36.5625,2017-07-01T09:20:00,0.019000001,0.001,False,False
-18.125,-36.5625,2017-07-01T09:20:00,0.029000001,0.009000001,False,False
-16.875,-36.5625,2017-07-01T09:20:00,0.060000002,0.018000001,False,False
-15.625,-36.5625,2017-07-01T09:20:00,0.07,0.017,False,False
-14.375,-36.5625,2017-07-01T09:20:00,0.072000004,0.019000001,False,False
-13.125,-36.5625,2017-07-01T09:20:00,0.075,0.021000002,False,False
-11.875,-36.5625,2017-07-01T09:20:00,,,True,False
-10.625,-36.5625,2017-07-01T09:20:00,,,True,False
-9.375,-36.5625,2017-07-01T09:20:00,,,True,False
-8.125,-36.5625,2017-07-01T09:20:00,,,True,False
-6.875,-36.5625,2017-07-01T09:20:00,,,True,False
-5.625,-36.5625,2017-07-01T09:20:00,,,True,False
-4.375,-36.5625,2017-07-01T09:20:00,0.321,0.019000001,False,False
-3.125,-36.5625,2017-07-01T09:20:00,0.172,0.053000003,False,False
-1.875,-36.5625,2017-07-01T09:20:00,0.101,0.006999999999999999,False,False
-0.625,-36.5625,2017-07-01T09:20:00,0.112,0.012,False,False
0.625,-36.5625,2017-07-01T09:20:00,0.109000005,0.006999999999999999,False,False
1.875,-36.5625,2017-07-01T09:20:00,0.134,0.009000001,False,False
3.125,-36.5625,2017-07-01T09:20:00,0.15200001,0.024,False,False
4.375,-36.5625,2017-07-01T09:20:00,0.24800001,0.041,False,False
5.625,-36.5625,2017-07-01T09:20:00,0.287,0.047000002,False,False
6.875,-36.5625,2017-07-01T09:20:00,0.14600001,0.029000001,False,False
8.125,-36.5625,2017-07-01T09:20:00,0.24800001,0.044000003,False,False
9.375,-36.5625,2017-07-01T09:20:00,0.342,0.095000006,False,False
-29.375,-34.6875,2017-07-01T09:20:00,,,True,False
-28.125,-34.6875,2017-07-01T09:20:00,0.20600002,0.023000002,False,False
-26.875,-34.6875,2017-07-01T09:20:00,0.126,0.031000001,False,False
-25.625,-34.6875,2017-07-01T09:20:00,0.105000004,0.05,False,False
-24.375,-34.6875,2017-07-01T09:20:00,0.053000003,0.027000000000000003,False,False
-23.125,-34.6875,2017-07-01T09:20:00,0.041,0.014,False,False
-21.875,-34.6875,2017-07-01T09:20:00,0.021000002,0.012,False,False
-20.625,-34.6875,2017-07-01T09:20:00,0.019000001,0.003,False,False
-19.375,-34.6875,2017-07-01T09:20:00,0.028,0.008,False,False
-18.125,-34.6875,2017-07-01T09:20:00,0.05,0.018000001,False,False
-16.875,-34.6875,2017-07-01T09:20:00,0.07300001,0.020000001,False,False
-15.625,-34.6875,2017-07-01T09:20:00,0.086,0.018000001,False,False
-14.375,-34.6875,2017-07-01T09:20:00,0.09900001,0.020000001,False,False
-13.125,-34.6875,2017-07-01T09:20:00,0.10300001,0.016,False,False
-11.875,-34.6875,2017-07-01T09:20:00,0.13800001,0.012,False,False
-10.625,-34.6875,2017-07-01T09:20:00,,,True,False
-9.375,-34.6875,2017-07-01T09:20:00,0.17800000000000002,0.027000000000000003,False,False
-8.125,-34.6875,2017-07-01T09:20:00,0.16700001,0.017,False,False
-6.875,-34.6875,2017-07-01T09:20:00,,,True,False
-5.625,-34.6875,2017-07-01T09:20:00,,,True,False
-4.375,-34.6875,2017-07-01T09:20:00,0.18800001,0.045,False,False
-3.125,-34.6875,2017-07-01T09:20:00,0.136,0.014,False,False
-1.875,-34.6875,2017-07-01T09:20:00,0.11100001,0.015000001,False,False
-0.625,-34.6875,2017-07-01T09:20:00,0.098000005,0.011000001,False,False
0.625,-34.6875,2017-07-01T09:20:00,0.109000005,0.009000001,False,False
1.875,-34.6875,2017-07-01T09:20:00,0.125,0.006,False,False
3.125,-34.6875,2017-07-01T09:20:00,0.155,0.022000002,False,False
4.375,-34.6875,2017-07-01T09:20:00,0.223,0.026,False,False
5.625,-34.6875,2017-07-01T09:20:00,,,True,False
6.875,-34.6875,2017-07-01T09:20:00,,,True,False
8.125,-34.6875,2017-07-01T09:20:00,0.21700001,0.069000006,False,False
9.375,-34.6875,2017-07-01T09:20:00,0.48100004,0.018000001,False,False
-29.375,-32.8125,2017-07-01T09:20:00,0.194,0.006999999999999999,False,False
-28.125,-32.8125,2017-07-01T09:20:00,0.123,0.037000000000000005,False,False
-26.875,-32.8125,2017-07-01T09:20:00,0.123,0.004,False,False
-25.625,-32.8125,2017-07-01T09:20:00,0.09,0.021000002,False,False
-24.375,-32.8125,2017-07-01T09:20:00,0.072000004,0.036000002,False,False
-23.125,-32.8125,2017-07-01T09:20:00,0.023000002,0.009000001,False,False
-21.875,-32.8125,2017-07-01T09:20:00,0.027000000000000003,0.011000001,False,False
-20.625,-32.8125,2017-07-01T09:20:00,0.039,0.024,False,False
-19.375,-32.8125,2017-07-01T09:20:00,0.053000003,0.026,False,False
-18.125,-32.8125,2017-07-01T09:20:00,0.039,0.013,False,False
-16.875,-32.8125,2017-07-01T09:20:00,0.07400000000000001,0.023000002,False,False
-15.625,-32.8125,2017-07-01T09:20:00,0.060000002,0.033,False,False
-14.375,-32.8125,2017-07-01T09:20:00,0.016,0.020000001,False,False
-13.125,-32.8125,2017-07-01T09:20:00,0.035,0.018000001,False,False
-11.875,-32.8125,2017-07-01T09:20:00,0.086,0.047000002,False,False
-10.625,-32.8125,2017-07-01T09:20:00,0.10700001,0.0,False,False
-9.375,-32.8125,2017-07-01T09:20:00,0.13700001,0.026,False,False
-8.125,-32.8125,2017-07-01T09:20:00,0.105000004,0.035,False,False
-6.875,-32.8125,2017-07-01T09:20:00,0.20500001,0.0,False,False
-5.625,-32.8125,2017-07-01T09:20:00,0.09200001,0.025,False,False
-4.375,-32.8125,2017-07-01T09:20:00,0.127,0.015000001,False,False
-3.125,-32.8125,2017-07-01T09:20:00,0.117000006,0.006,False,False
-1.875,-32.8125,2017-07-01T09:20:00,0.104,0.006999999999999999,False,False
-0.625,-32.8125,2017-07-01T09:20:00,0.094000004,0.008,False,False
0.625,-32.8125,2017-07-01T09:20:00,0.098000005,0.008,False,False
1.875,-32.8125,2017-07-01T09:20:00,0.109000005,0.008,False,False
3.125,-32.8125,2017-07-01T09:20:00,0.10300001,0.013,False,False
4.375,-32.8125,2017-07-01T09:20:00,0.163,0.027000000000000003,False,False
5.625,-32.8125,2017-07-01T09:20:00,,,True,False
6.875,-32.8125,2017-07-01T09:20:00,,,True,False
8.125,-32.8125,2017-07-01T09:20:00,0.187,0.062000003,False,False
9.375,-32.8125,2017-07-01T09:20:00,,,True,False
-29.375,-30.9375,2017-07-01T09:20:00,0.13100001,0.010000001,False,False
-28.125,-30.9375,2017-07-01T09:20:00,0.08800001,0.023000002,False,False
-26.875,-30.9375,2017-07-01T09:20:00,0.065000005,0.022000002,False,False
-25.625,-30.9375,2017-07-01T09:20:00,0.030000001,0.011000001,False,False
-24.375,-30.9375,2017-07-01T09:20:00,0.026,0.008,False,False
-23.125,-30.9375,2017-07-01T09:20:00,0.027000000000000003,0.012,False,False
-21.875,-30.9375,2017-07-01T09:20:00,0.036000002,0.018000001,False,False
-20.625,-30.9375,2017-07-01T09:20:00,0.09,0.023000002,False,False
-19.375,-30.9375,2017-07-01T09:20:00,0.063,0.020000001,False,False
-18.125,-30.9375,2017-07-01T09:20:00,0.046000004,0.010000001,False,False
-16.875,-30.9375,2017-07-01T09:20:00,0.05,0.018000001,False,False
-15.625,-30.9375,2017-07-01T09:20:00,0.08400001,0.021000002,False,False
-14.375,-30.9375,2017-07-01T09:20:00,0.1,0.018000001,False,False
-13.125,-30.9375,2017-07-01T09:20:00,,,True,False
-11.875,-30.9375,2017-07-01T09:20:00,,,True,False
-10.625,-30.9375,2017-07-01T09:20:00,,,True,False
-9.375,-30.9375,2017-07-01T09:20:00,,,True,False
-8.125,-30.9375,2017-07-01T09:20:00,,,True,False
-6.875,-30.9375,2017-07-01T09:20:00,,,True,False
-5.625,-30.9375,2017-07-01T09:20:00,,,True,False
-4.375,-30.9375,2017-07-01T09:20:00,,,True,False
-3.125,-30.9375,2017-07-01T09:20:00,,,True,False
-1.875,-30.9375,2017-07-01T09:20:00,,,True,False
-0.625,-30.9375,2017-07-01T09:20:00,,,True,False
0.625,-30.9375,2017-07-01T09:20:00,,,True,False
1.875,-30.9375,2017-07-01T09:20:00,,,True,False
3.125,-30.9375,2017-07-01T09:20:00,,,True,False
4.375,-30.9375,2017-07-01T09:20:00,0.16900001,0.022000002,False,False
5.625,-30.9375,2017-07-01T09:20:00,,,True,False
6.875,-30.9375,2017-07-01T09:20:00,,,True,False
8.125,-30.9375,2017-07-01T09:20:00,0.15300001,0.041,False,False
9.375,-30.9375,2017-07-01T09:20:00,0.293,0.058000002,False,False
-29.375,-29.0625,2017-07-01T09:20:00,,,True,False
-28.125,-29.0625,2017-07-01T09:20:00,0.079,0.014,False,False
-26.875,-29.0625,2017-07-01T09:20:00,0.042000003,0.013,False,False
-25.625,-29.0625,2017-07-01T09:20:00,0.033,0.011000001,False,False
-24.375,-29.0625,2017-07-01T09:20:00,0.043,0.014,False,False
-23.125,-29.0625,2017-07-01T09:20:00,0.038000003,0.010000001,False,False
-21.875,-29.0625,2017-07-01T09:20:00,0.048,0.030000001,False,False
-20.625,-29.0625,2017-07-01T09:20:00,0.091000006,0.020000001,False,False
-19.375,-29.0625,2017-07-01T09:20:00,0.09200001,0.036000002,False,False
-18.125,-29.0625,2017-07-01T09:20:00,0.045,0.019000001,False,False
-16.875,-29.0625,2017-07-01T09:20:00,0.057000004000000014,0.018000001,False,False
-15.625,-29.0625,2017-07-01T09:20:00,0.098000005,0.027000000000000003,False,False
-14.375,-29.0625,2017-07-01T09:20:00,0.11800001,0.022000002,False,False
-13.125,-29.0625,2017-07-01T09:20:00,0.11400001,0.024,False,False
-11.875,-29.0625,2017-07-01T09:20:00,,,True,False
-10.625,-29.0625,2017-07-01T09:20:00,,,True,False
-9.375,-29.0625,2017-07-01T09:20:00,,,True,False
-8.125,-29.0625,2017-07-01T09:20:00,,,True,False
-6.875,-29.0625,2017-07-01T09:20:00,,,True,False
-5.625,-29.0625,2017-07-01T09:20:00,,,True,False
-4.375,-29.0625,2017-07-01T09:20:00,,,True,False
-3.125,-29.0625,2017-07-01T09:20:00,,,True,False
-1.875,-29.0625,2017-07-01T09:20:00,,,True,False
-0.625,-29.0625,2017-07-01T09:20:00,,,True,False
0.625,-29.0625,2017-07-01T09:20:00,,,True,False
1.875,-29.0625,2017-07-01T09:20:00,,,True,False
3.125,-29.0625,2017-07-01T09:20:00,,,True,False
4.375,-29.0625,2017-07-01T09:20:00,,,True,False
5.625,-29.0625,2017-07-01T09:20:00,,,True,False
6.875,-29.0625,2017-07-01T09:20:00,,,True,False
8.125,-29.0625,2017-07-01T09:20:00,,,True,False
9.375,-29.0625,2017-07-01T09:20:00,,,True,False
-29.375,-27.1875,2017-07-01T09:20:00,0.087000005,0.025,False,False
-28.125,-27.1875,2017-07-01T09:20:00,0.033,0.006,False,False
-26.875,-27.1875,2017-07-01T09:20:00,,,True,False
-25.625,-27.1875,2017-07-01T09:20:00,,,True,False
-24.375,-27.1875,2017-07-01T09:20:00,0.035,0.003,False,False
-23.125,-27.1875,2017-07-01T09:20:00,0.023000002,0.006999999999999999,False,False
-21.875,-27.1875,2017-07-01T09:20:00,0.044000003,0.016,False,False
-20.625,-27.1875,2017-07-01T09:20:00,0.063,0.012,False,False
-19.375,-27.1875,2017-07-01T09:20:00,0.037000000000000005,0.009000001,False,False
-18.125,-27.1875,2017-07-01T09:20:00,0.036000002,0.009000001,False,False
-16.875,-27.1875,2017-07-01T09:20:00,0.157,0.044000003,False,False
-15.625,-27.1875,2017-07-01T09:20:00,0.157,0.012,False,False
-14.375,-27.1875,2017-07-01T09:20:00,0.18,0.021000002,False,False
-13.125,-27.1875,2017-07-01T09:20:00,0.19100001,0.0,False,False
-11.875,-27.1875,2017-07-01T09:20:00,0.081,0.009000001,False,False
-10.625,-27.1875,2017-07-01T09:20:00,0.1,0.013,False,False
-9.375,-27.1875,2017-07-01T09:20:00,0.13900001,0.026,False,False
-8.125,-27.1875,2017-07-01T09:20:00,0.136,0.024,False,False
-6.875,-27.1875,2017-07-01T09:20:00,,,True,False
-5.625,-27.1875,2017-07-01T09:20:00,,,True,False
-4.375,-27.1875,2017-07-01T09:20:00,,,True,False
-3.125,-27.1875,2017-07-01T09:20:00,,,True,False
-1.875,-27.1875,2017-07-01T09:20:00,,,True,False
-0.625,-27.1875,2017-07-01T09:20:00,,,True,False
0.625,-27.1875,2017-07-01T09:20:00,,,True,False
1.875,-27.1875,2017-07-01T09:20:00,,,True,False
3.125,-27.1875,2017-07-01T09:20:00,,,True,False
4.375,-27.1875,2017-07-01T09:20:00,,,True,False
5.625,-27.1875,2017-07-01T09:20:00,,,True,False
6.875,-27.1875,2017-07-01T09:20:00,,,True,False
8.125,-27.1875,2017-07-01T09:20:00,,,True,False
9.375,-27.1875,2017-07-01T09:20:00,,,True,False
-29.375,-25.3125,2017-07-01T09:20:00,,,True,False
-28.125,-25.3125,2017-07-01T09:20:00,0.043,0.006999999999999999,False,False
-26.875,-25.3125,2017-07-01T09:20:00,,,True,False
-25.625,-25.3125,2017-07-01T09:20:00,,,True,False
-24.375,-25.3125,2017-07-01T09:20:00,0.023000002,0.004,False,False
-23.125,-25.3125,2017-07-01T09:20:00,0.023000002,0.009000001,False,False
-21.875,-25.3125,2017-07-01T09:20:00,0.07700001,0.001,False,False
-20.625,-25.3125,2017-07-01T09:20:00,0.055000003,0.015000001,False,False
-19.375,-25.3125,2017-07-01T09:20:00,0.032,0.006999999999999999,False,False
-18.125,-25.3125,2017-07-01T09:20:00,0.05,0.028,False,False
-16.875,-25.3125,2017-07-01T09:20:00,0.123,0.040000003,False,False
-15.625,-25.3125,2017-07-01T09:20:00,0.096,0.030000001,False,False
-14.375,-25.3125,2017-07-01T09:20:00,0.095000006,0.030000001,False,False
-13.125,-25.3125,2017-07-01T09:20:00,0.08800001,0.017,False,False
-11.875,-25.3125,2017-07-01T09:20:00,0.13700001,0.020000001,False,False
-10.625,-25.3125,2017-07-01T09:20:00,0.13800001,0.020000001,False,False
-9.375,-25.3125,2017-07-01T09:20:00,0.14400001,0.023000002,False,False
-8.125,-25.3125,2017-07-01T09:20:00,0.17600001,0.016,False,False
-6.875,-25.3125,2017-07-01T09:20:00,0.10300001,0.004,False,False
-5.625,-25.3125,2017-07-01T09:20:00,0.13800001,0.020000001,False,False
-4.375,-25.3125,2017-07-01T09:20:00,0.08900000000000001,0.010000001,False,False
-3.125,-25.3125,2017-07-01T09:20:00,0.097,0.013,False,False
-1.875,-25.3125,2017-07-01T09:20:00,0.16100001,0.022000002,False,False
-0.625,-25.3125,2017-07-01T09:20:00,,,True,False
0.625,-25.3125,2017-07-01T09:20:00,,,True,False
1.875,-25.3125,2017-07-01T09:20:00,,,True,False
3.125,-25.3125,2017-07-01T09:20:00,,,True,False
4.375,-25.3125,2017-07-01T09:20:00,,,True,False
5.625,-25.3125,2017-07-01T09:20:00,,,True,False
6.875,-25.3125,2017-07-01T09:20:00,,,True,False
8.125,-25.3125,2017-07-01T09:20:00,,,True,False
9.375,-25.3125,2017-07-01T09:20:00,,,True,False
-29.375,-23.4375,2017-07-01T09:20:00,,,True,False
-28.125,-23.4375,2017-07-01T09:20:00,0.086,0.012,False,False
-26.875,-23.4375,2017-07-01T09:20:00,,,True,False
-25.625,-23.4375,2017-07-01T09:20:00,,,True,False
-24.375,-23.4375,2017-07-01T09:20:00,,,True,False
-23.125,-23.4375,2017-07-01T09:20:00,,,True,False
-21.875,-23.4375,2017-07-01T09:20:00,,,True,False
-20.625,-23.4375,2017-07-01T09:20:00,0.039,0.004,False,False
-19.375,-23.4375,2017-07-01T09:20:00,0.048,0.013,False,False
-18.125,-23.4375,2017-07-01T09:20:00,0.067,0.017,False,False
-16.875,-23.4375,2017-07-01T09:20:00,0.069000006,0.020000001,False,False
-15.625,-23.4375,2017-07-01T09:20:00,0.076000005,0.017,False,False
-14.375,-23.4375,2017-07-01T09:20:00,0.102000006,0.010000001,False,False
-13.125,-23.4375,2017-07-01T09:20:00,0.071,0.013,False,False
-11.875,-23.4375,2017-07-01T09:20:00,0.105000004,0.018000001,False,False
-10.625,-23.4375,2017-07-01T09:20:00,0.125,0.016,False,False
-9.375,-23.4375,2017-07-01T09:20:00,0.142,0.005000000399999999,False,False
-8.125,-23.4375,2017-07-01T09:20:00,0.141,0.024,False,False
-6.875,-23.4375,2017-07-01T09:20:00,,,True,False
-5.625,-23.4375,2017-07-01T09:20:00,0.172,0.019000001,False,False
-4.375,-23.4375,2017-07-01T09:20:00,0.13800001,0.013,False,False
-3.125,-23.4375,2017-07-01T09:20:00,0.17300001,0.021000002,False,False
-1.875,-23.4375,2017-07-01T09:20:00,0.19500001,0.019000001,False,False
-0.625,-23.4375,2017-07-01T09:20:00,0.17600001,0.014,False,False
0.625,-23.4375,2017-07-01T09:20:00,0.20700002,0.025,False,False
1.875,-23.4375,2017-07-01T09:20:00,0.19900002,0.018000001,False,False
3.125,-23.4375,2017-07-01T09:20:00,0.224,0.040000003,False,False
4.375,-23.4375,2017-07-01T09:20:00,0.26200002,0.019000001,False,False
5.625,-23.4375,2017-07-01T09:20:00,,,True,False
6.875,-23.4375,2017-07-01T09:20:00,,,True,False
8.125,-23.4375,2017-07-01T09:20:00,,,True,False
9.375,-23.4375,2017-07-01T09:20:00,,,True,False
-29.375,-21.5625,2017-07-01T09:20:00,,,True,False
-28.125,-21.5625,2017-07-01T09:20:00,,,True,False
-26.875,-21.5625,2017-07-01T09:20:00,0.106000006,0.026,False,False
-25.625,-21.5625,2017-07-01T09:20:00,,,True,False
-24.375,-21.5625,2017-07-01T09:20:00,,,True,False
-23.125,-21.5625,2017-07-01T09:20:00,,,True,False
-21.875,-21.5625,2017-07-01T09:20:00,0.051000003,0.0,False,False
-20.625,-21.5625,2017-07-01T09:20:00,,,True,False
-19.375,-21.5625,2017-07-01T09:20:00,0.066,0.004,False,False
-18.125,-21.5625,2017-07-01T09:20:00,,,True,False
-16.875,-21.5625,2017-07-01T09:20:00,,,True,False
-15.625,-21.5625,2017-07-01T09:20:00,,,True,False
